band_index,attention
0.0,0.09476455301046371
1.0,0.4058462679386139
2.0,0.5769985318183899
3.0,0.6573883295059204
4.0,0.6897037625312805
5.0,0.6897894740104675
6.0,0.6622315645217896
7.0,0.5361409783363342
8.0,0.29508209228515625
9.0,0.020064229145646095
10.0,0.35627615451812744
11.0,0.6827846765518188
12.0,0.8814755082130432
13.0,0.963348388671875
14.0,1.0
15.0,0.9975848197937012
16.0,0.9613423347473145
17.0,0.8131567239761353
18.0,0.6748565435409546
19.0,0.3677423596382141
20.0,0.438865065574646
21.0,0.6773850917816162
22.0,0.735677182674408
23.0,0.8157785534858704
24.0,0.8527640104293823
25.0,0.8547265529632568
26.0,0.823954701423645
27.0,0.7529671788215637
28.0,0.7481112480163574
29.0,0.5634928345680237
30.0,0.4920775294303894
31.0,0.6988882422447205
32.0,0.7288315892219543
33.0,0.8266934156417847
34.0,0.8701899647712708
35.0,0.8736003637313843
36.0,0.8411070704460144
37.0,0.7822791934013367
38.0,0.8031359314918518
39.0,0.649027407169342
40.0,0.5098885893821716
41.0,0.7269328832626343
42.0,0.7169243693351746
43.0,0.8145551085472107
44.0,0.8572840690612793
45.0,0.8615017533302307
46.0,0.8292363882064819
47.0,0.7727346420288086
48.0,0.7973849773406982
49.0,0.6625891923904419
50.0,0.4888772666454315
51.0,0.7046064138412476
52.0,0.6962934136390686
53.0,0.7974328398704529
54.0,0.8407600522041321
55.0,0.8455381989479065
56.0,0.8147331476211548
57.0,0.7619284987449646
58.0,0.7854389548301697
59.0,0.6500832438468933
60.0,0.42619800567626953
61.0,0.6487108469009399
62.0,0.656311571598053
63.0,0.7653762698173523
64.0,0.811828076839447
65.0,0.8179581761360168
66.0,0.78985595703125
67.0,0.7480930685997009
68.0,0.7741182446479797
69.0,0.6417158842086792
70.0,0.2967545986175537
71.0,0.469109445810318
72.0,0.5404988527297974
73.0,0.670831561088562
74.0,0.7221258282661438
75.0,0.7296274304389954
76.0,0.7047810554504395
77.0,0.6689834594726562
78.0,0.7127637267112732
79.0,0.5957204103469849
80.0,0.13926750421524048
81.0,0.29544755816459656
82.0,0.3752764165401459
83.0,0.46995681524276733
84.0,0.515705406665802
85.0,0.5237147212028503
86.0,0.5099924206733704
87.0,0.48265978693962097
88.0,0.4800063669681549
89.0,0.33925187587738037
90.0,0.0
91.0,0.08793509751558304
92.0,0.18009240925312042
93.0,0.2538178265094757
94.0,0.290348619222641
95.0,0.2976887822151184
96.0,0.2908581495285034
97.0,0.2580969035625458
98.0,0.16469891369342804
99.0,0.04189010709524155
